movieId, imdbId, tmdId, director, cast
1322, 0103678, 41671, Tony Randel, Stephen Macht|Shawn Weatherly|Megan Ward|Damon Martin|Jonathan Penner|Nita Talbot|Dean Cochran|Terrie Snell|Kevin Bourland
1323, 0085159, 27214, Richard Fleischer, Tony Roberts|Tess Harper|Robert Joy|Candy Clark|John Beal|Leora Dana|John Harkins|Lori Loughlin|Meg Ryan
1324, 0115535, 52263, Steve White, Robin Thomas|Starr Andreeff|Allen Cutler|Rachel Duncan|Jarrett Lennon|Clayton Murray|Franc Ross|Lenore Kasdorf|Lisa Robin Kelly
1325, 0106262, 33519, John Murlowski, Ross Partridge|Julia Nickson|Lala Sloatman|David Naughton|Barbara Howard|Jack Orend|Richard Roundtree|Terry O'Quinn|Robert Rusler
1326, 0083550, 16235, Damiano Damiani, James Olson|Burt Young|Rutanya Alda|Jack Magner|Andrew Prine|Diane Franklin|Moses Gunn|Ted Ross|Erika Katz
1327, 0078767, 11449, Stuart Rosenberg, James Brolin|Margot Kidder|Rod Steiger|Don Stroud|Murray Hamilton|John Larch|Natasha Ryan|K.C. Martel|Meeno Peluce
1328, 0099030, 41848, Tom Berry, Kim Coates|Dawna Wightman|Helen Hughes|David Stein|Anthony Dean Rubes|Cassandra Gava|Jan Rubes|Norris Domingue|Scott Yaphe
1329, 0071233, 25944, Paul Morrissey, Joe Dallesandro|Udo Kier|Vittorio De Sica|Maxime McKendry|Arno Jürging|Milena Vukotic|Dominique Darel|Stefania Casini|Silvia Dionisio
1330, 0090655, 24913, Fred Walton, Jay Baker|Pat Barlow|Lloyd Berry|Deborah Foreman|Deborah Goodrich|Tom Heaton|Leah Pinsent|Mike Nomad|Ken Olandt
1331, 0075704, 49126, Robert Wise, Marsha Mason|Anthony Hopkins|John Beck|Susan Swift|Norman Lloyd|John Hillerman|Robert Walden|Philip Sterling|Ivy Jones
1332, 0092632, 32076, John Schlesinger, Martin Sheen|Helen Shaver|Harley Cross|Robert Loggia|Elizabeth Wilson|Harris Yulin|Lee Richardson|Richard Masur|Carla Pinza
1333, 0056869, 571, Alfred Hitchcock, Rod Taylor|Jessica Tandy|Suzanne Pleshette|Tippi Hedren|Veronica Cartwright|Ethel Griffies|Charles McGraw|Ruth McDevitt|Lonny Chapman
1334, 0051418, 8851, Irvin S. Yeaworth Jr., Steve McQueen|Aneta Corsaut|Earl Rowe|Olin Howland|Stephen Chase|John Benson|George Karas|Lee Payton|Elbert Smith
1335, 0082083, 37843, Jeffrey Bloom, David Huffman|Marianna Hill|Burt Young|Otis Young|Lena Pousette|John Saxon|Darrell Fetty|Stefan Gierasch|Eleanor Zee
1336, 0101492, 32146, Eric Red, Jeff Fahey|Lindsay Duncan|Kim Delaney|Zakes Mokae|Brad Dourif|John Walsh|Paul Ben-Victor|Peter Murnik|Nathaniel Moreau
1337, 0037549, 30346, Robert Wise, Boris Karloff|Bela Lugosi|Henry Daniell|Edith Atwater|Russell Wade|Rita Corday|Sharyn Moffett|Donna Lee|Ted Billings
1339, 0103874, 6114, Francis Ford Coppola, Gary Oldman|Winona Ryder|Anthony Hopkins|Keanu Reeves|Richard E. Grant|Cary Elwes|Billy Campbell|Sadie Frost|Tom Waits
1340, 0026138, 229, James Whale, Boris Karloff|Colin Clive|Valerie Hobson|Ernest Thesiger|Elsa Lanchester|Gavin Gordon|Douglas Walton|Una O'Connor|E.E. Clive
1341, 0074258, 13549, Dan Curtis, Karen Black|Oliver Reed|Burgess Meredith|Eileen Heckart|Lee Montgomery|Dub Taylor|Bette Davis|Joseph Riley|Todd Turquand
1342, 0103919, 9529, Bernard Rose, Virginia Madsen|Tony Todd|Xander Berkeley|Kasi Lemmons|Vanessa Williams|DeJuan Guy|Marianna Elliott|Ted Raimi|Ria Pavia
1343, 0101540, 1598, Martin Scorsese, Robert De Niro|Nick Nolte|Jessica Lange|Juliette Lewis|Joe Don Baker|Robert Mitchum|Gregory Peck|Martin Balsam|Illeana Douglas
1344, 0055824, 11349, J. Lee Thompson, Gregory Peck|Robert Mitchum|Polly Bergen|Lori Martin|Martin Balsam|Jack Kruschen|Telly Savalas|Barrie Chase|Paul Comi
1345, 0074285, 7340, Brian De Palma, Sissy Spacek|Piper Laurie|Amy Irving|William Katt|John Travolta|Nancy Allen|Betty Buckley|P.J. Soles|Priscilla Pointer
1346, 0083722, 6217, Paul Schrader, Nastassja Kinski|Malcolm McDowell|John Heard|Annette O'Toole|Ruby Dee|Ed Begley Jr.|Scott Paulin|Frankie Faison|Ron Diamond
1347, 0087800, 377, Wes Craven, John Saxon|Ronee Blakley|Heather Langenkamp|Amanda Wyss|Jsu Garcia|Johnny Depp|Charles Fleischer|Joseph Whipp|Robert Englund
1348, 0013442, 653, F.W. Murnau, Max Schreck|Gustav von Wangenheim|Greta Schröder|Georg H. Schnell|Ruth Landshoff|Gustav Botz|Alexander Granach|John Gottowt|Max Nemetz
1349, 0091651, 28198, Augusto Caminito, Klaus Kinski|Christopher Plummer|Donald Pleasence|Barbara De Rossi|Yorgo Voyagis|Anne Knecht|Elvire Audray|Giuseppe Mannajuolo|Clara Colosimo
1350, 0075005, 794, Richard Donner, Gregory Peck|Lee Remick|David Warner|Billie Whitelaw|Harvey Stephens|Patrick Troughton|Martin Benson|Robert Rietty|Tommy Duggan
1351, 0115710, 31640, Bob Rafelson, Jack Nicholson|Stephen Dorff|Jennifer Lopez|Judy Davis|Michael Caine|Harold Perrineau|Robyn Peterson|Mike Starr|John Seitz
1352, 0115495, 8744, Kevin Spacey, Matt Dillon|Faye Dunaway|Gary Sinise|William Fichtner|Viggo Mortensen|John Spencer|Skeet Ulrich|Frankie Faison|Melinda McGraw
1353, 0117057, 25189, Barbra Streisand, Barbra Streisand|Jeff Bridges|Lauren Bacall|George Segal|Mimi Rogers|Pierce Brosnan|Brenda Vaccaro|Austin Pendleton|Elle Macpherson
1354, 0115751, 145, Lars von Trier, Emily Watson|Stellan Skarsgård|Katrin Cartlidge|Jean-Marc Barr|Adrian Rawlins|Jonathan Hackett|Sandra Voe|Udo Kier|Mikkel Gaup
1355, 0119791, 2212, Ole Bornedal, Anais Evans|Ewan McGregor|Nick Nolte|Erich Anderson|Josh Brolin|Lauren Graham|Patricia Arquette|Lonny Chapman|Scott Burkholder
1356, 0117731, 199, Jonathan Frakes, Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn|Gates McFadden|Marina Sirtis|Alfre Woodard|James Cromwell
1357, 0117631, 7863, Scott Hicks, Geoffrey Rush|Justin Braine|Sonia Todd|Chris Haywood|Alex Rafalowicz|Gordon Poole|Armin Mueller-Stahl|Nicholas Bell|Danielle Cox
1358, 0117666, 12498, Billy Bob Thornton, Billy Bob Thornton|Dwight Yoakam|J.T. Walsh|John Ritter|Lucas Black|Natalie Canerday|James Hampton|Robert Duvall|Rick Dial
1359, 0116705, 9279, Brian Levant, Arnold Schwarzenegger|Sinbad|Phil Hartman|Rita Wilson|Robert Conrad|Martin Mull|Jake Lloyd|Jim Belushi|E.J. De la Pena
1361, 0117293, 17204, Joe Berlinger, Tony Brooks|Diana Davis|Terry Wood|Dick Clay|Jenna Newton|Gary Gitchell|Tommy Stacy|Melissa Byers|Todd Moore
1363, 0117372, 21539, Penny Marshall, Denzel Washington|Whitney Houston|Courtney B. Vance|Gregory Hines|Jenifer Lewis|Loretta Devine|Justin Pierre Edmund|Lionel Richie|Paul Bates
1365, 0117477, 12709, Patrice Leconte, Charles Berling|Jean Rochefort|Fanny Ardant|Judith Godrèche|Bernard Giraudeau|Bernard Dhéran|Carlo Brandt|Jacques Mathou|Urbain Cancelier
1366, 0115988, 20539, Nicholas Hytner, Daniel Day-Lewis|Winona Ryder|Paul Scofield|Joan Allen|Bruce Davison|Rob Campbell|Jeffrey Jones|Peter Vaughan|Karron Graves
1367, 0115433, 11674, Stephen Herek, Glenn Close|Jeff Daniels|Joely Richardson|Joan Plowright|Hugh Laurie|Mark Williams|John Shrapnel|Tim McInnerny|Hugh Fraser
1370, 0099423, 1573, Renny Harlin, Bruce Willis|Bonnie Bedelia|William Atherton|Reginald VelJohnson|Franco Nero|William Sadler|John Amos|Dennis Franz|Art Evans
1371, 0079945, 152, Robert Wise, William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei|Majel Barrett|Walter Koenig|Nichelle Nichols|Persis Khambatta
1372, 0102975, 174, Nicholas Meyer, William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|Walter Koenig|Nichelle Nichols|George Takei|Kim Cattrall|Mark Lenard
1373, 0098382, 172, William Shatner, William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|Walter Koenig|Nichelle Nichols|George Takei|David Warner|Laurence Luckinbill
1374, 0084726, 154, Nicholas Meyer, William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|Walter Koenig|George Takei|Nichelle Nichols|Bibi Besch|Merritt Butrick
1375, 0088170, 157, Leonard Nimoy, William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|Walter Koenig|George Takei|Nichelle Nichols|Robin Curtis|Merritt Butrick
1376, 0092007, 168, Leonard Nimoy, William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei|Walter Koenig|Nichelle Nichols|Jane Wyatt|Catherine Hicks
1377, 0103776, 364, Tim Burton, Michael Keaton|Danny DeVito|Michelle Pfeiffer|Christopher Walken|Michael Gough|Michael Murphy|Cristi Conaway|Andrew Bryniarski|Pat Hingle
1378, 0096487, 11967, Christopher Cain, Emilio Estevez|Kiefer Sutherland|Lou Diamond Phillips|Charlie Sheen|Dermot Mulroney|Casey Siemaszko|Terence Stamp|Jack Palance|Terry O'Quinn
1379, 0100994, 9086, Geoff Murphy, Emilio Estevez|Kiefer Sutherland|Lou Diamond Phillips|Christian Slater|William Petersen|Alan Ruck|R.D. Call|James Coburn|Balthazar Getty
1380, 0077631, 621, Randal Kleiser, John Travolta|Olivia Newton-John|Stockard Channing|Jeff Conaway|Barry Pearl|Michael Tucci|Kelly Ward|Didi Conn|Jamie Donnelly
1381, 0084021, 9037, Patricia Birch, Maxwell Caulfield|Michelle Pfeiffer|Lorna Luft|Maureen Teefy|Alison Price|Pamela Adlon|Adrian Zmed|Peter Frechette|Christopher McDonald
1382, 0100114, 10173, Dwight H. Little, Steven Seagal|Basil Wallace|Keith David|Tom Wright|Joanna Pacula|Elizabeth Gracen|Bette Ford|Danielle Harris|Al Israel
1385, 0105690, 8845, Andrew Davis, Steven Seagal|Damian Chapa|Troy Evans|David McKnight|Lee Hinton|Patrick O'Neal|Gary Busey|Glenn Morshower|Leo Alexander
1387, 0073195, 578, Steven Spielberg, Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton|Carl Gottlieb|Jeffrey Kramer|Susan Backlinie|Jonathan Filley
1388, 0077766, 579, Jeannot Szwarc, Roy Scheider|Lorraine Gary|Murray Hamilton|Joseph Mascolo|Jeffrey Kramer|Collin Wilcox Paxton|Ann Dusenberry|Mark Gruner|Barry Coe
1389, 0085750, 17692, Joe Alves, Dennis Quaid|Bess Armstrong|Simon MacCorkindale|Louis Gossett Jr.|John Putch|Lea Thompson|P.H. Moriarty|Dan Blasko|Liz Morris
1390, 0117119, 17795, Peter Segal, Jack Lemmon|James Garner|Dan Aykroyd|John Heard|Wilford Brimley|Lauren Bacall|Sela Ward|Everett McGill|Bradley Whitford
1391, 0116996, 75, Tim Burton, Jack Nicholson|Glenn Close|Annette Bening|Pierce Brosnan|Danny DeVito|Martin Short|Sarah Jessica Parker|Michael J. Fox|Rod Steiger
1392, 0115906, 13891, Alexander Payne, Laura Dern|Swoosie Kurtz|Kurtwood Smith|Mary Kay Place|Kelly Preston|M.C. Gainey|Kenneth Mars|David Graf|Kathleen Noone
1393, 0116695, 9390, Cameron Crowe, Tom Cruise|Cuba Gooding Jr.|Renée Zellweger|Kelly Preston|Jerry O'Connell|Jay Mohr|Bonnie Hunt|Regina King|Jonathan Lipnicki
1394, 0093822, 378, Joel Coen, Nicolas Cage|Holly Hunter|Trey Wilson|John Goodman|William Forsythe|Sam McMurray|Frances McDormand|Randall 'Tex' Cobb|T.J. Kuhn
1395, 0094155, 10896, Barry Levinson, Richard Dreyfuss|Danny DeVito|Barbara Hershey|John Mahoney|Jackie Gayle|Stanley Brock|Seymour Cassel|Bruno Kirby|J.T. Walsh
1396, 0105435, 2322, Phil Alden Robinson, Jo Marr|Gary Hershberger|Robert Redford|Sidney Poitier|David Strathairn|Dan Aykroyd|River Phoenix|Bodhi Elfman|Denise Dowse
1397, 0115633, 41240, Anjelica Huston, Jennifer Jason Leigh|Ron Eldard|Glenne Headly|Lyle Lovett|Jena Malone|Dermot Mulroney|Christina Ricci|Michael Rooker|Diana Scarwid
1398, 0116621, 26949, Richard Attenborough, Mackenzie Astin|Margot Steinberg|Sandra Bullock|Alan Bennett|Ingrid Lacey|Terence Sach|Carlo Croccolo|Tara Hugo|Gigi Vivan
1399, 0116999, 9819, Jerry Zaks, Meryl Streep|Leonardo DiCaprio|Diane Keaton|Robert De Niro|Hume Cronyn|Gwen Verdon|Hal Scardino|Dan Hedaya|Margo Martindale
1401, 0116410, 31908, Rob Reiner, Alec Baldwin|James Woods|Virginia Madsen|Whoopi Goldberg|Susanna Thompson|Craig T. Nelson|Lucas Black|Joe Tello|Alexa PenaVega
1405, 0115641, 3179, Mike Judge, Mike Judge|Bruce Willis|Demi Moore|Cloris Leachman|Robert Stack|Jacqueline Barba|Pamela Blair|Eric Bogosian|Kristofor Brown
1406, 0112769, 1802, Claude Chabrol, Isabelle Huppert|Sandrine Bonnaire|Jean-Pierre Cassel|Jacqueline Bisset|Virginie Ledoyen|Valentin Merlet|Julien Rochefort|Dominique Frot|Jean-François Perrier
1407, 0117571, 4232, Wes Craven, Drew Barrymore|Roger Jackson|Kevin Patrick Walls|David Booth|Carla Hatley|Neve Campbell|Skeet Ulrich|Lawrence Hecht|Courteney Cox
1408, 0104691, 9361, Michael Mann, Daniel Day-Lewis|Madeleine Stowe|Russell Means|Eric Schweig|Jodhi May|Steven Waddington|Wes Studi|Maurice Roëves|Patrice Chéreau
1409, 0117038, 2928, Nora Ephron, John Travolta|Andie MacDowell|William Hurt|Bob Hoskins|Robert Pastorelli|Jean Stapleton|Teri Garr|Wallace Langham|Joey Lauren Adams
1411, 0116477, 10549, Kenneth Branagh, Riz Abbasi|Richard Attenborough|David Blair|Brian Blessed|Kenneth Branagh|Richard Briers|Michael Bryant|Peter Bygott|Julie Christie
1412, 0117690, 58102, Terry George, Helen Mirren|Fionnula Flanagan|Aidan Gillen|David O'Hara|John Lynch|Tom Hollander|Tim Woodward|Ciarán Hinds|Geraldine O'Rawe
1413, 0118163, 18451, Dan Ireland, Vincent D'Onofrio|Renée Zellweger|Ann Wedgeworth|Harve Presnell|Benjamin Mouton|Helen Cates|Leslie Buesing|Chris Shearer|Sandy Walper
1414, 0117091, 27265, Albert Brooks, Paul Collins|Laura Weekes|Albert Brooks|John C. McGinley|Debbie Reynolds|Richard Assad|Joey Naber|Vanessa Williams|Lisa Kudrow
1415, 0118100, 49935, André Téchiné, Catherine Deneuve|Daniel Auteuil|Laurence Côte|Benoît Magimel|Fabienne Babe|Didier Bezace|Julien Rivière|Ivan Desny|Régis Betoule
1416, 0116250, 8818, Alan Parker, Madonna|Antonio Banderas|Jonathan Pryce|Jimmy Nail|Victoria Sus|Julian Littman|Olga Merediz|Laura Pallas|Julia Worsley
1417, 0117364, 36758, Jane Campion, Nicole Kidman|John Malkovich|Barbara Hershey|Mary-Louise Parker|Martin Donovan|Shelley Winters|Richard E. Grant|Shelley Duvall|Christian Bale
1419, 0067959, 36040, Nicolas Roeg, Jenny Agutter|Luc Roeg|David Gulpilil|John Meillon|Robert McDarra|Peter Carver|John Illingsworth|Hilary Bamberger|Barry Donnelly
1422, 0119731, 9415, Dwight H. Little, Wesley Snipes|Diane Lane|Daniel Benzali|Dennis Miller|Alan Alda|Ronny Cox|Diane Baker|Tate Donovan|Harris Yulin
1423, 0116506, 55146, Ralph Ziman, Danny Keogh|Patrick Shai|Seputla Sebogodi|Brian O'Shaughnessy|Dick Reineke|Nico Liebenberg|Cosmos Tshabalala|Bruce Mvecane|Mpho Matsopola
1425, 0119115, 12145, Fred Schepisi, John Cleese|Jamie Lee Curtis|Kevin Kline|Michael Palin|Ronnie Corbett|Carey Lowell|Robert Lindsay|Bille Brown|Derek Griffiths
1426, 0120550, 42424, George Miller, Steve Guttenberg|Kathleen Quinlan|Arnold Vosloo|Dawn McMillan|Miko Hughes|Majandra Delfino|Jessica Howell|Duchess Tomasello|Shannon K. Foley
1427, 0120390, 34314, Robert Butler, Ray Liotta|Lauren Holly|Brendan Gleeson|Hector Elizondo|Rachel Ticotin|Jeffrey DeMunn|John Finn|Ben Cross|Catherine Hicks
1428, 0112362, 2892, Michael Rymer, John Lynch|Jacqueline McKenzie|Colin Friels|Deborra-Lee Furness|Daniel Daperis|Robyn Nevin|David Argue|Geoff Brooks|Humphrey Bower
1429, 0116704, 9404, Stanley Tong, Jackie Chan|Jackson Lou|Annie Wu|Bill Tung|Yuriy Petrov|Nonna Grishaeva|John Eaves|Terry Woo|Kristopher Kazmarek
1430, 0120414, 85242, Roger Christian, Denis Leary|Joe Mantegna|Annabella Sciorra|Larry Bishop|Abe Vigoda|Robert Costanzo|Traci Lords|Jimmie F. Skaggs|James Tolkan
1431, 0118708, 9622, Dennis Dugan, Chris Farley|Nicollette Sheridan|Robin Shou|Nathaniel Parker|Soon-Tek Oh|Keith Cooke|Chris Rock|François Chau|Dale Ishimoto
1432, 0119664, 8860, Thomas Carter, Eddie Murphy|Kim Miyori|Art Evans|James Carpenter|Michael Rapaport|Donal Logue|Jeni Chua|Dick Bright|David Michael Silverman
1437, 0106535, 14832, Andrew Birkin, Andrew Robertson|Charlotte Gainsbourg|Alice Coulthard|Ned Birkin|Sinéad Cusack|Hanns Zischler|Jochen Horst|Gareth Brown|William Hootkins
1438, 0118928, 9619, Roger Donaldson, Pierce Brosnan|Linda Hamilton|Jamie Renée Smith|Jeremy Foley|Elizabeth Hoffman|Charles Hallahan|Grant Heslov|Kirk Trutner|Arabella Field
1439, 0119644, 40506, Peter Baldwin, Rodney Dangerfield|Debi Mazar|David Ogden Stiers|Burt Reynolds|Rita McKenzie|Lisa Thornhill|Mark L. Taylor|Cindy Williams|Gilbert Gottfried
1440, 0106266, 31000, E. Max Frye, Samuel L. Jackson|Michael Lerner|Margaret Colin|Nicolas Cage|Dabney Coleman|Brad Dourif|Chelcie Ross|I.M. Hobson|Jeff Blumenkrantz
1441, 0106387, 4104, Jeremiah S. Chechik, Johnny Depp|Mary Stuart Masterson|Aidan Quinn|Julianne Moore|Oliver Platt|CCH Pounder|Dan Hedaya|Joe Grifasi|William H. Macy
1442, 0119937, 26306, Steve James, Jared Leto|R. Lee Ermey|Ed O'Neill|Breckin Meyer|Lindsay Crouse|Amy Locane|Laurel Holloman|Brian McGovern|Kurtwood Smith
1445, 0119640, 14908, Bryan Spicer, Tom Arnold|Dean Stockwell|Debra Messing|David Alan Grier|Tim Curry|Ernest Borgnine|Bruce Campbell|French Stewart|Danton Stone
1446, 0116790, 784, Jan Sverák, Zdenek Sverák|Andrey Khalimon|Libuse Safránková|Ondrej Vetchý|Stella Zázvorková|Ladislav Smoljak|Irina Bezrukova|Silvia Suvadová|Liliyan Malkina
1447, 0119225, 12489, Vondie Curtis-Hall, Tim Roth|Tupac Shakur|Thandie Newton|Charles Fleischer|Howard Hesseman|James Pickens Jr.|John Sayles|Eric Payne|Tom Towles
1449, 0118111, 16448, Christopher Guest, Deborah Theaker|Michael Hitchcock|Scott Williamson|Larry Miller|Don Lake|Christopher Guest|Fred Willard|Catherine O'Hara|Parker Posey
1453, 0118691, 17894, Ken Kwapis, Fran Drescher|Timothy Dalton|Ian McNeice|Patrick Malahide|Lisa Jakub|Michael Lerner|Phyllis Newman|Heather DeLoach|Adam LaVorgna
1454, 0120238, 28059, Richard Linklater, Jayce Bartok|Amie Carey|Nicky Katt|Ajay Naidu|Parker Posey|Giovanni Ribisi|Samia Shoaib|Dina Spybey-Waters|Steve Zahn
1456, 0119887, 17949, Paul Miller, John Leguizamo|Jeffrey Jones|Freddy Rodríguez|Pat Skipper|Edoardo Ballerini|Joe Morton|Tammy Townsend|Aries Spears|Charles Hallahan
1457, 0119141, 1968, Andy Tennant, Matthew Perry|Salma Hayek|Jon Tenney|Carlos Gómez|Tomas Milian|Siobhan Fallon Hogan|John Bennett Perry|Stanley DeSantis|Suzanne Snyder
1458, 0120357, 61563, Paul Schrader, LL Cool J|Gina Gershon|Conchata Ferrell|John Doe|Christopher Walken|Skeet Ulrich|María Celedonio|Chris Hogan|Anthony Zerbe
1459, 0118548, 66, Clint Eastwood, Clint Eastwood|Gene Hackman|Ed Harris|Laura Linney|Scott Glenn|Dennis Haysbert|Judy Davis|E.G. Marshall|Melora Hardin
1460, 0120317, 20735, Bob Spiers, Christina Ricci|Doug E. Doug|Dean Jones|George Dzundza|Peter Boyle|Michael McKean|Bess Armstrong|Dyan Cannon|John Ratzenberger
1461, 0120434, 11419, Stephen Kessler, Chevy Chase|Beverly D'Angelo|Randy Quaid|Ethan Embry|Marisol Nichols|Miriam Flynn|Shae D'lyn|Wayne Newton|Siegfried Fischbacher
1464, 0116922, 638, David Lynch, Bill Pullman|Patricia Arquette|John Roselius|Louis Eppolito|Jenna Maetlind|Michael Massee|Robert Blake|Henry Rollins|Michael Shamus Wiles
1465, 0120036, 25624, John Singleton, Jon Voight|Ving Rhames|Don Cheadle|Bruce McGill|Loren Dean|Esther Rolle|Elise Neal|Robert Patrick|Michael Rooker
1466, 0119008, 9366, Mike Newell, Al Pacino|Johnny Depp|Michael Madsen|Bruno Kirby|James Russo|Anne Heche|Zeljko Ivanek|Gerry Becker|Robert Miano
1468, 0118750, 21915, Jeff Pollack, Jamie Foxx|Tommy Davidson|Amy Monique Waddell|Wiley Moore|Vivica A. Fox|Tamala Jones|Kam Ray Chan|Ric Young|Ammie Sin
1473, 0118702, 19952, Tamra Davis, Dean Cain|Andy Dick|Sean Patrick Flanery|Mitchell Whitfield|Luke Wilson|Fred Ward|Raymond J. Barry|Drew Barrymore|Brad Dourif
1474, 0119432, 9446, John Pasquin, Tim Allen|Martin Short|JoBeth Williams|Lolita Davidovich|Sam Huntington|David Ogden Stiers|Bob Dishy|Valerie Mahaffey|Leelee Sobieski
1475, 0116743, 28005, Mira Nair, Indira Varma|Sarita Choudhury|Ramon Tikaram|Naveen Andrews|Rekha|Khalid Tyabji|Arundhati Rao|Surabhi Bhansali|Garima Dhup
1476, 0119951, 9403, Betty Thomas, Howard Stern|Robin Quivers|Mary McCormack|Fred Norris|Paul Giamatti|Gary Dell'Abate|Jackie Martling|Carol Alt|Richard Portnow
1477, 0119572, 27322, Theodore Witcher, Larenz Tate|Nia Long|Isaiah Washington|Lisa Nicole Carson|Bill Bellamy|Leonard Roberts|Bernadette Speakes|Khalil Kain|Cerall Duncan
1479, 0120053, 10003, Phillip Noyce, Val Kilmer|Elisabeth Shue|Rade Serbedzija|Valeriy Nikolaev|Henry Goodman|Alun Armstrong|Michael Byrne|Evgeniy Lazarev|Irina Apeksimova
1480, 0120152, 9311, Bille August, Jens Jørgen Fleischer|Julia Ormond|Agga Olsen|Patrick Field|Matthew Marsh|Gabriel Byrne|Jim Broadbent|Tom Wilkinson|Charlotte Bradley
1483, 0115964, 884, David Cronenberg, James Spader|Holly Hunter|Elias Koteas|Deborah Kara Unger|Rosanna Arquette|Peter MacNeill|Yolande Julian|Cheryl Swarts|Judah Katz
1484, 0116041, 49806, Greg Mottola, Stanley Tucci|Hope Davis|Pat McNamara|Anne Meara|Parker Posey|Liev Schreiber|Stephanie Venditto|Campbell Scott|Marc Grapey
1485, 0119528, 1624, Tom Shadyac, Jim Carrey|Maura Tierney|Justin Cooper|Cary Elwes|Anne Haney|Jennifer Tilly|Amanda Donohoe|Jason Bernard|Swoosie Kurtz
1487, 0120094, 16052, Gregory Nava, Jennifer Lopez|Jackie Guerra|Constance Marie|Alex Meneses|Jon Seda|Edward James Olmos|Jacob Vargas|Pete Astudillo|Rueben Gonzáles
1488, 0118972, 4477, Alan J. Pakula, Harrison Ford|Brad Pitt|Margaret Colin|Rubén Blades|Treat Williams|George Hearn|Mitchell Ryan|Natascha McElhone|Paul Ronan
1489, 0118829, 24662, Mark Dindal, Scott Bakula|Jasmine Guy|Natalie Cole|Ashley Peldon|Lindsay Ridgeway|Kathy Najimy|John Rhys-Davies|George Kennedy|Rene Auberjonois
1490, 0118663, 18423, Robert Townsend, Halle Berry|Martin Landau|Ian Richardson|Natalie Desselle Reid|Troy Byer|Luigi Amodeo|Jonathan Fried|Pierre Edwards|Anthony Johnson
1493, 0116931, 76996, Emma-Kate Croghan, Matt Day|Matthew Dyktynski|Alice Garner|Frances O'Connor|Radha Mitchell|Suzi Dougherty|Kim Gyngell|Suzanne Dowling|Torquil Neilson
1495, 0120389, 6499, Shuki Levy, Jon Simanton|Kai Doi|Greg Collins|Steve Cardenas|Jason David Frank|Johnny Yong Bosch|Scott Fisher|Catherine Sutherland|Nakia Burrise
1496, 0118623, 50512, Bernard Rose, Sophie Marceau|Sean Bean|Alfred Molina|Mia Kirshner|James Fox|Fiona Shaw|Danny Huston|Phyllida Law|David Schofield
1497, 0119013, 9405, Hark Tsui, Jean-Claude Van Damme|Dennis Rodman|Mickey Rourke|Paul Freeman|Natacha Lindinger|Valeria Cavalli|Jay Benedict|Joëlle Devaux-Vullion|Bruno Bilotta
1498, 0119381, 12723, Pat O'Connor, Joaquin Phoenix|Billy Crudup|Will Patton|Kathy Baker|Jennifer Connelly|Michael Sutton|Liv Tyler|Joanna Going|Barbara Williams
1499, 0118615, 9360, Luis Llosa, Jennifer Lopez|Ice Cube|Jon Voight|Eric Stoltz|Jonathan Hyde|Owen Wilson|Kari Wuhrer|Vincent Castellanos|Danny Trejo
1500, 0119229, 9434, George Armitage, John Cusack|Minnie Driver|Alan Arkin|Dan Aykroyd|Joan Cusack|Hank Azaria|K. Todd Freeman|Jeremy Piven|Mitchell Ryan
1502, 0116783, 21626, Lynne Stopkewich, Molly Parker|Peter Outerbridge|Jay Brazeau|Natasha Morley|Jessie Winter Mudie|James Timmons|Joe Maffei|Robert Thurston|Annabel Kershaw
1503, 0118541, 13982, Tom Schulman, Joe Pesci|Andy Comeau|Kristy Swanson|George Hamilton|Dyan Cannon|David Spade|Todd Louiso|Anthony Mangano|Joe Basile
1507, 0119859, 77223, Bruce Beresford, Glenn Close|Frances McDormand|Pauline Collins|Cate Blanchett|Jennifer Ehle|Julianna Margulies|Wendy Hughes|Johanna ter Steege|Elizabeth Spriggs
1513, 0120032, 9611, David Mirkin, Mira Sorvino|Lisa Kudrow|Janeane Garofalo|Alan Cumming|Julia Campbell|Mia Cottet|Kristin Bauer van Straten|Elaine Hendrix|Vincent Ventresca
1514, 0116295, 47694, Kaige Chen, Leslie Cheung|Li Gong|Kevin Lin|Saifei He|Shih Chang|Liankun Lin|Hsiang-Ting Ko|Yin Tse|David Wu
1515, 0120461, 10357, Mick Jackson, Tommy Lee Jones|Anne Heche|Gaby Hoffmann|Don Cheadle|Jacqueline Kim|Keith David|John Corbett|Michael Rispoli|John Carroll Lynch
1516, 0115886, 9977, Peter Duncan, Judy Davis|Sam Neill|F. Murray Abraham|Richard Roxburgh|Rachel Griffiths|Geoffrey Rush|Russell Kiefel|John Gaden|Ben McIvor
1517, 0118655, 816, Jay Roach, Mike Myers|Elizabeth Hurley|Michael York|Mimi Rogers|Robert Wagner|Seth Green|Fabiana Udenio|Mindy Sterling|Paul Dillon
